Route_name,Route_link,Busname,Bustype,Depature_time,Duration,Reaching_time,Star_rating,Price,Seat_availabilty
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Mayuri Express,A/C Seater (2+3),18:20,04h 10m,22:30,4.8,0,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Parameswar Travels,A/C Seater Push Back (2+3),13:10,04h 20m,17:30,2.6,0,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Parameswar Travels,A/C Seater Push Back (2+3),23:45,04h 45m,04:30,2.6,0,42 Seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Ankita Paribahan(Janhabi),A/C Seater Push Back (2+3),16:45,03h 55m,20:40,2.2,0,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Ankita Paribahan( Haimanti),A/C Seater Push Back (2+3),19:50,03h 50m,23:40,2.2,0,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Suvam Travels,A/C Seater Push Back (2+3),15:30,03h 45m,19:15,1.8,300,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Friends Travels,A/C Seater (2+3),23:55,04h 45m,04:40,3.7,380,24 Seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Friends Travels,A/C Seater (2+2),23:45,05h 15m,05:00,3.7,380,21 Seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Santosh Bus Service,NON A/C Seater Pushback (2+3),16:10,04h 50m,21:00,3.4,0,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Paribahan (Ruposhi),AC Seater (2+3),15:55,04h 15m,20:10,3.3,370,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),22:10,07h 10m,05:20,3.3,515,8 Seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Paribahan (ANGEL),A/C Seater Push Back (2+2),23:58,04h 02m,04:00,3.3,430,29 Seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Paribahan (Shinjini),AC Seater (2+2),23:45,04h 15m,04:00,3.3,670,16 Seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Paribahan (BHORPET),A/C Seater (2+3),17:40,03h 35m,21:15,3.3,380,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,City Express (Ruposhi),AC Seater (2+3),15:55,04h 25m,20:20,3.2,420,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,City Express (BHORPET),AC Seater (2+3),17:40,04h 05m,21:45,3.2,420,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Basu Travels,A/C Seater Push Back (2+3),14:25,03h 55m,18:20,2.9,399,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Basu Travels,A/C Seater Push Back (2+3),23:55,03h 35m,03:30,2.9,469,21 Seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Bengal Surface Transport,A/C Seater Push Back (2+3),14:29,03h 41m,18:10,2.8,379,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Bengal Surface Transport,A/C Seater Push Back (2+3),23:59,04h 01m,04:00,2.8,439,29 Seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Parisheba(Samanta),AC Seater (2+3),18:00,04h 15m,22:15,2.6,0,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Parameswar Travels,A/C Seater Push Back (2+3),21:50,05h 10m,03:00,2.6,0,44 Seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Parisheba,AC Seater (2+3),14:45,04h 00m,18:45,2.6,0,No seats available
Kolkata to Mandarmani Bus,https://www.redbus.in/bus-tickets/kolkata-to-mandarmani,Snemita Parisheba,A/C Seater Push Back (2+3),23:45,04h 45m,04:30,2.6,0,36 Seats available
